,Antibiotic,Route,Combo,vtm_nm,vtm_id,vmp_nm,vmp_id,descr,England-adapted 2019 AWaRe category,UK-adapted 2024 AWaRe category
242,Cefuroxime,,False,Cefuroxime,775121004,Cefuroxime 125mg tablets,39684511000001101,tablet.oral,Watch,Watch
240,Cefuroxime,,False,Cefuroxime,775121004,Cefuroxime 125mg/5ml oral suspension,41945811000001104,suspension.oral,Watch,Watch
120,Cefuroxime,,False,Cefuroxime,775121004,Cefuroxime 1mg/0.1ml solution for injection pre-filled syringes,22041211000001105,solutioninjection.intracameral,Watch,Watch
495,Cefuroxime,,False,Cefuroxime,775121004,Cefuroxime 250mg powder for solution for injection vials,41945911000001109,solutioninjection.intravenous,Watch,Watch
496,Cefuroxime,,False,Cefuroxime,775121004,Cefuroxime 250mg powder for solution for injection vials,41945911000001109,suspensioninjection.intramuscular,Watch,Watch
497,Cefuroxime,,False,Cefuroxime,775121004,Cefuroxime 250mg powder for solution for injection vials,41945911000001109,solutioninfusion.intravenous,Watch,Watch
241,Cefuroxime,,False,Cefuroxime,775121004,Cefuroxime 250mg tablets,39694611000001101,tablet.oral,Watch,Watch
114,Cefuroxime,,False,Cefuroxime,775121004,Cefuroxime 300micrograms/0.3ml solution for injection pre-filled syringes,22104011000001100,solutioninjection.intracameral,Watch,Watch
91,Cefuroxime,,False,Cefuroxime,775121004,Cefuroxime 3mg/0.3ml solution for injection pre-filled syringes,30791311000001104,solutioninjection.intracameral,Watch,Watch
695,Cefuroxime,,False,Cefuroxime,775121004,Cefuroxime 5% eye drops,15773911000001101,solutiondrops.ophthalmic,Watch,Watch
694,Cefuroxime,,False,Cefuroxime,775121004,Cefuroxime 5% eye drops preservative free,36134611000001103,liquiddrops.ophthalmic,Watch,Watch
121,Cefuroxime,,False,Cefuroxime,775121004,Cefuroxime 50mg powder for solution for injection vials,21797311000001102,solutioninjection.intracameral,Watch,Watch
356,Cefuroxime,,False,Cefuroxime,775121004,Cefuroxime 750mg powder for solution for injection vials,36134711000001107,solutioninjection.intravenous,Watch,Watch
357,Cefuroxime,,False,Cefuroxime,775121004,Cefuroxime 750mg powder for solution for injection vials,36134711000001107,suspensioninjection.intramuscular,Watch,Watch
358,Cefuroxime,,False,Cefuroxime,775121004,Cefuroxime 750mg powder for solution for injection vials,36134711000001107,solutioninfusion.intravenous,Watch,Watch
97,Cefuroxime,,False,Cefuroxime,775121004,Cefuroxime 750mg/50ml infusion bags,35893111000001108,solutioninfusion.intravenous,Watch,Watch
173,Chloramphenicol,,False,Chloramphenicol,775160002,Chloramphenicol 0.5% eye drops,42186611000001102,solutiondrops.ophthalmic,Watch,Watch
494,Chloramphenicol,,False,Chloramphenicol,775160002,Chloramphenicol 0.5% eye drops 0.5ml unit dose preservative free,4700911000001108,solutiondrops.ophthalmic,Watch,Watch
733,Chloramphenicol,,False,Chloramphenicol,775160002,Chloramphenicol 0.5% eye drops preservative free,36135411000001100,solutiondrops.ophthalmic,Watch,Watch
175,Chloramphenicol,,False,Chloramphenicol,775160002,Chloramphenicol 1% eye ointment,42186711000001106,ointment.ophthalmic,Watch,Watch
402,Chloramphenicol,,False,Chloramphenicol,775160002,Chloramphenicol 10% ear drops,42186811000001103,solutiondrops.auricular,Watch,Watch
439,Chloramphenicol,,False,Chloramphenicol,775160002,Chloramphenicol 1g powder for solution for injection vials,41946011000001101,solutioninjection.intramuscular,Watch,Watch
440,Chloramphenicol,,False,Chloramphenicol,775160002,Chloramphenicol 1g powder for solution for injection vials,41946011000001101,solutioninjection.intravenous,Watch,Watch
441,Chloramphenicol,,False,Chloramphenicol,775160002,Chloramphenicol 1g powder for solution for injection vials,41946011000001101,solutioninfusion.intravenous,Watch,Watch
352,Chloramphenicol,,False,Chloramphenicol,775160002,Chloramphenicol 250mg capsules,41946111000001100,capsule.oral,Watch,Watch
342,Chloramphenicol,,False,Chloramphenicol,775160002,Chloramphenicol 5% ear drops,42186911000001108,solutiondrops.auricular,Watch,Watch
55,Cilastatin + Imipenem + Relebactam,,True,Cilastatin + Imipenem + Relebactam,789074009,Generic Recarbrio 500mg/500mg/250mg powder for solution for infusion vials,38840011000001101,solutioninfusion.intravenous,Reserve,Reserve
705,Ciprofloxacin,,False,Ciprofloxacin,775261009,Ciprofloxacin 0.2% eye drops preservative free,18519011000001100,solutiondrops.ophthalmic,Watch,Watch
710,Ciprofloxacin,,False,Ciprofloxacin,775261009,Ciprofloxacin 0.3% ear drops,19395211000001107,solutiondrops.auricular,Watch,Watch
338,Ciprofloxacin,,False,Ciprofloxacin,775261009,Ciprofloxacin 0.3% eye drops,42187111000001108,solutiondrops.ophthalmic,Watch,Watch
199,Ciprofloxacin,,False,Ciprofloxacin,775261009,Ciprofloxacin 100mg tablets,39686211000001109,tablet.oral,Watch,Watch
265,Ciprofloxacin,,False,Ciprofloxacin,775261009,Ciprofloxacin 100mg/50ml solution for infusion bottles,36140911000001100,solutioninfusion.intravenous,Watch,Watch
545,Ciprofloxacin,,False,Ciprofloxacin,775261009,Ciprofloxacin 100mg/50ml solution for infusion vials,10892711000001106,solutioninfusion.intravenous,Watch,Watch
567,Ciprofloxacin,,False,Ciprofloxacin,775261009,Ciprofloxacin 100mg/5ml oral suspension,12019511000001104,suspension.oral,Watch,Watch
568,Ciprofloxacin,,False,Ciprofloxacin,775261009,Ciprofloxacin 125mg/5ml oral suspension,12019611000001100,suspension.oral,Watch,Watch
569,Ciprofloxacin,,False,Ciprofloxacin,775261009,Ciprofloxacin 150mg/5ml oral suspension,12019711000001109,suspension.oral,Watch,Watch
570,Ciprofloxacin,,False,Ciprofloxacin,775261009,Ciprofloxacin 165mg/5ml oral suspension,12019811000001101,suspension.oral,Watch,Watch
571,Ciprofloxacin,,False,Ciprofloxacin,775261009,Ciprofloxacin 170mg/5ml oral suspension,12019911000001106,suspension.oral,Watch,Watch
572,Ciprofloxacin,,False,Ciprofloxacin,775261009,Ciprofloxacin 175mg/5ml oral suspension,12020011000001108,suspension.oral,Watch,Watch
264,Ciprofloxacin,,False,Ciprofloxacin,775261009,Ciprofloxacin 200mg/100ml infusion bags,36141011000001108,solutioninjection.intravenous,Watch,Watch
529,Ciprofloxacin,,False,Ciprofloxacin,775261009,Ciprofloxacin 200mg/100ml solution for infusion bottles,8967411000001108,solutioninfusion.intravenous,Watch,Watch
546,Ciprofloxacin,,False,Ciprofloxacin,775261009,Ciprofloxacin 200mg/100ml solution for infusion vials,10892811000001103,solutioninfusion.intravenous,Watch,Watch
573,Ciprofloxacin,,False,Ciprofloxacin,775261009,Ciprofloxacin 20mg/5ml oral suspension,12020111000001109,suspension.oral,Watch,Watch
204,Ciprofloxacin,,False,Ciprofloxacin,775261009,Ciprofloxacin 250mg tablets,39687511000001109,tablet.oral,Watch,Watch
327,Ciprofloxacin,,False,Ciprofloxacin,775261009,Ciprofloxacin 250mg/5ml oral suspension,41760211000001107,suspension.oral,Watch,Watch
756,Ciprofloxacin,,False,Ciprofloxacin,775261009,Ciprofloxacin 2mg/ml ear drops 0.25ml unit dose preservative free,34941111000001103,solutiondrops.auricular,Watch,Watch
574,Ciprofloxacin,,False,Ciprofloxacin,775261009,Ciprofloxacin 375mg/5ml oral suspension,12020211000001103,suspension.oral,Watch,Watch
536,Ciprofloxacin,,False,Ciprofloxacin,775261009,Ciprofloxacin 3mg/g eye ointment,9552511000001108,ointment.ophthalmic,Watch,Watch
263,Ciprofloxacin,,False,Ciprofloxacin,775261009,Ciprofloxacin 400mg/200ml infusion bags,36141511000001100,solutioninjection.intravenous,Watch,Watch
530,Ciprofloxacin,,False,Ciprofloxacin,775261009,Ciprofloxacin 400mg/200ml solution for infusion bottles,8973011000001101,solutioninfusion.intravenous,Watch,Watch
547,Ciprofloxacin,,False,Ciprofloxacin,775261009,Ciprofloxacin 400mg/200ml solution for infusion vials,10892911000001108,solutioninfusion.intravenous,Watch,Watch
575,Ciprofloxacin,,False,Ciprofloxacin,775261009,Ciprofloxacin 40mg/5ml oral suspension,12020311000001106,suspension.oral,Watch,Watch
561,Ciprofloxacin,,False,Ciprofloxacin,775261009,Ciprofloxacin 45mg/5ml oral suspension,12020411000001104,suspension.oral,Watch,Watch
206,Ciprofloxacin,,False,Ciprofloxacin,775261009,Ciprofloxacin 500mg tablets,39687811000001107,tablet.oral,Watch,Watch
562,Ciprofloxacin,,False,Ciprofloxacin,775261009,Ciprofloxacin 500mg/5ml oral suspension,12020511000001100,suspension.oral,Watch,Watch
563,Ciprofloxacin,,False,Ciprofloxacin,775261009,Ciprofloxacin 50mg/5ml oral suspension,12020611000001101,suspension.oral,Watch,Watch
564,Ciprofloxacin,,False,Ciprofloxacin,775261009,Ciprofloxacin 60mg/5ml oral suspension,12020711000001105,suspension.oral,Watch,Watch
208,Ciprofloxacin,,False,Ciprofloxacin,775261009,Ciprofloxacin 750mg tablets,39687011000001101,tablet.oral,Watch,Watch
565,Ciprofloxacin,,False,Ciprofloxacin,775261009,Ciprofloxacin 75mg/5ml oral suspension,12020811000001102,suspension.oral,Watch,Watch
566,Ciprofloxacin,,False,Ciprofloxacin,775261009,Ciprofloxacin 80mg/5ml oral suspension,12020911000001107,suspension.oral,Watch,Watch
508,Clarithromycin,,False,Clarithromycin,775277005,Clarithromycin 125mg granules for oral suspension sachets,4977911000001105,suspension.oral,Watch,Watch
537,Clarithromycin,,False,Clarithromycin,775277005,Clarithromycin 125mg granules for oral suspension straws,9742311000001103,suspension.oral,Watch,Watch
255,Clarithromycin,,False,Clarithromycin,775277005,Clarithromycin 125mg/5ml oral suspension,35368711000001104,suspension.oral,Watch,Watch
538,Clarithromycin,,False,Clarithromycin,775277005,Clarithromycin 187.5mg granules for oral suspension straws,9742411000001105,suspension.oral,Watch,Watch
111,Clarithromycin,,False,Clarithromycin,775277005,Clarithromycin 2% eye drops preservative free,22389711000001109,solutiondrops.ophthalmic,Watch,Watch
324,Clarithromycin,,False,Clarithromycin,775277005,Clarithromycin 250mg granules for oral suspension sachets,41946211000001106,suspension.oral,Watch,Watch
539,Clarithromycin,,False,Clarithromycin,775277005,Clarithromycin 250mg granules for oral suspension straws,9742511000001109,suspension.oral,Watch,Watch
229,Clarithromycin,,False,Clarithromycin,775277005,Clarithromycin 250mg tablets,41946311000001103,tablet.oral,Watch,Watch
256,Clarithromycin,,False,Clarithromycin,775277005,Clarithromycin 250mg/5ml oral suspension,37083211000001101,suspension.oral,Watch,Watch
230,Clarithromycin,,False,Clarithromycin,775277005,Clarithromycin 500mg modified-release tablets,36142611000001107,tabletmodified-release.oral,Watch,Watch
284,Clarithromycin,,False,Clarithromycin,775277005,Clarithromycin 500mg powder for solution for infusion vials,41946411000001105,solutioninfusion.intravenous,Watch,Watch
225,Clarithromycin,,False,Clarithromycin,775277005,Clarithromycin 500mg tablets,41946511000001109,tablet.oral,Watch,Watch
112,Clarithromycin,,False,Clarithromycin,775277005,Clarithromycin 500mg/250ml infusion bags,22390311000001100,solutioninfusion.intravenous,Watch,Watch
258,Clindamycin,,False,Clindamycin,775288004,Clindamycin 1% alcoholic solution,36142711000001103,solution.cutaneous,Watch,Watch
259,Clindamycin,,False,Clindamycin,775288004,Clindamycin 1% aqueous lotion,37083411000001102,emulsion.cutaneous,Watch,Watch
343,Clindamycin,,False,Clindamycin,775288004,Clindamycin 1% gel,41738311000001105,gel.cutaneous,Watch,Watch
760,Clindamycin,,False,Clindamycin,775288004,Clindamycin 100mg/5ml oral suspension,36458611000001108,suspension.oral,Watch,Watch
556,Clindamycin,,False,Clindamycin,775288004,Clindamycin 120mg/5ml oral solution,12021311000001101,solution.oral,Watch,Watch
332,Clindamycin,,False,Clindamycin,775288004,Clindamycin 150mg capsules,41946611000001108,capsule.oral,Watch,Watch
557,Clindamycin,,False,Clindamycin,775288004,Clindamycin 150mg/5ml oral solution,12021411000001108,solution.oral,Watch,Watch
748,Clindamycin,,False,Clindamycin,775288004,Clindamycin 150mg/5ml oral suspension,34376711000001103,suspension.oral,Watch,Watch
257,Clindamycin,,False,Clindamycin,775288004,Clindamycin 2% vaginal cream,39700011000001105,cream.vaginal,Watch,Watch
755,Clindamycin,,False,Clindamycin,775288004,Clindamycin 200mg/5ml oral suspension,34818411000001104,suspension.oral,Watch,Watch
558,Clindamycin,,False,Clindamycin,775288004,Clindamycin 20mg/5ml oral solution,12021611000001106,solution.oral,Watch,Watch
716,Clindamycin,,False,Clindamycin,775288004,Clindamycin 300mg capsules,21711211000001104,capsule.oral,Watch,Watch
416,Clindamycin,,False,Clindamycin,775288004,Clindamycin 300mg/2ml solution for injection ampoules,36087211000001109,solutioninjection.intramuscular,Watch,Watch
417,Clindamycin,,False,Clindamycin,775288004,Clindamycin 300mg/2ml solution for injection ampoules,36087211000001109,solutioninfusion.intravenous,Watch,Watch
71,Clindamycin,,False,Clindamycin,775288004,Clindamycin 300mg/50ml infusion bags,38082611000001103,solutioninfusion.intravenous,Watch,Watch
559,Clindamycin,,False,Clindamycin,775288004,Clindamycin 300mg/5ml oral solution,12021711000001102,solution.oral,Watch,Watch
560,Clindamycin,,False,Clindamycin,775288004,Clindamycin 400mg/5ml oral solution,12021811000001105,solution.oral,Watch,Watch
737,Clindamycin,,False,Clindamycin,775288004,Clindamycin 450mg/5ml oral solution,32748011000001108,solution.oral,Watch,Watch
759,Clindamycin,,False,Clindamycin,775288004,Clindamycin 50mg/5ml oral suspension,36458711000001104,suspension.oral,Watch,Watch
519,Clindamycin,,False,Clindamycin,775288004,Clindamycin 600mg/4ml solution for injection ampoules,36087311000001101,solutioninjection.intramuscular,Watch,Watch
520,Clindamycin,,False,Clindamycin,775288004,Clindamycin 600mg/4ml solution for injection ampoules,36087311000001101,solutioninfusion.intravenous,Watch,Watch
72,Clindamycin,,False,Clindamycin,775288004,Clindamycin 600mg/50ml infusion bags,38082711000001107,solutioninfusion.intravenous,Watch,Watch
706,Clindamycin,,False,Clindamycin,775288004,Clindamycin 60mg/5ml oral solution,18519211000001105,solution.oral,Watch,Watch
362,Clindamycin,,False,Clindamycin,775288004,Clindamycin 75mg capsules,41946711000001104,capsule.oral,Watch,Watch
521,Clindamycin,,False,Clindamycin,775288004,Clindamycin 75mg/5ml oral solution,27864611000001100,solution.oral,Watch,Watch
522,Clindamycin,,False,Clindamycin,775288004,Clindamycin 75mg/5ml oral suspension,8360611000001101,suspension.oral,Watch,Watch
299,Co-amoxiclav,,True,Co-amoxiclav,774587000,Co-amoxiclav 1000mg/200mg powder for solution for injection vials,41947011000001103,solutioninjection.intravenous,Watch,Watch
300,Co-amoxiclav,,True,Co-amoxiclav,774587000,Co-amoxiclav 1000mg/200mg powder for solution for injection vials,41947011000001103,solutioninfusion.intravenous,Watch,Watch
99,Co-amoxiclav,,True,Co-amoxiclav,774587000,Co-amoxiclav 1000mg/200mg/100ml infusion bags,23673611000001106,solutioninfusion.intravenous,Watch,Watch
106,Co-amoxiclav,,True,Co-amoxiclav,774587000,Co-amoxiclav 1000mg/200mg/50ml infusion bags,22515011000001106,solutioninfusion.intravenous,Watch,Watch
514,Co-amoxiclav,,True,Co-amoxiclav,774587000,Co-amoxiclav 125mg/31mg/5ml oral suspension,7322211000001104,suspension.oral,Watch,Watch
183,Co-amoxiclav,,True,Co-amoxiclav,774587000,Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free,36565811000001104,suspension.oral,Watch,Watch
44,Co-amoxiclav,,True,Co-amoxiclav,774587000,Co-amoxiclav 2000mg/200mg powder for solution for infusion vials,41109011000001101,solutioninfusion.intravenous,Watch,Watch
180,Co-amoxiclav,,True,Co-amoxiclav,774587000,Co-amoxiclav 250mg/125mg dispersible tablets sugar free,39021311000001109,suspension.oral,Watch,Watch
182,Co-amoxiclav,,True,Co-amoxiclav,774587000,Co-amoxiclav 250mg/125mg tablets,39732111000001101,tablet.oral,Watch,Watch
515,Co-amoxiclav,,True,Co-amoxiclav,774587000,Co-amoxiclav 250mg/62mg/5ml oral suspension,7322311000001107,suspension.oral,Watch,Watch
181,Co-amoxiclav,,True,Co-amoxiclav,774587000,Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free,37083611000001104,suspension.oral,Watch,Watch
752,Co-amoxiclav,,True,Co-amoxiclav,774587000,Co-amoxiclav 400mg/57mg/5ml oral suspension,43801211000001105,suspension.oral,Watch,Watch
179,Co-amoxiclav,,True,Co-amoxiclav,774587000,Co-amoxiclav 400mg/57mg/5ml oral suspension sugar free,37083711000001108,suspension.oral,Watch,Watch
297,Co-amoxiclav,,True,Co-amoxiclav,774587000,Co-amoxiclav 500mg/100mg powder for solution for injection vials,41947111000001102,solutioninjection.intravenous,Watch,Watch
298,Co-amoxiclav,,True,Co-amoxiclav,774587000,Co-amoxiclav 500mg/100mg powder for solution for injection vials,41947111000001102,solutioninfusion.intravenous,Watch,Watch
105,Co-amoxiclav,,True,Co-amoxiclav,774587000,Co-amoxiclav 500mg/100mg/50ml infusion bags,22514411000001103,solutioninfusion.intravenous,Watch,Watch
187,Co-amoxiclav,,True,Co-amoxiclav,774587000,Co-amoxiclav 500mg/125mg tablets,39732211000001107,tablet.oral,Watch,Watch
723,Co-amoxiclav,,True,Co-amoxiclav,774587000,Co-amoxiclav 875mg/125mg tablets,39732511000001105,tablet.oral,Watch,Watch
0,Colistin,intravenous,False,Colistin,775373006,Colistimethate 1million unit powder for solution for injection vials,41760311000001104,solutioninjection.intravenous,Reserve,Reserve
1,Colistin,intravenous,False,Colistin,775373006,Colistimethate 1million unit powder for solution for injection vials,41760311000001104,solutioninfusion.intravenous,Reserve,Reserve
4,Colistin,intravenous,False,Colistin,775373006,Colistimethate 2million unit powder for solution for injection vials,4638311000001106,solutioninjection.intravenous,Reserve,Reserve
5,Colistin,intravenous,False,Colistin,775373006,Colistimethate 2million unit powder for solution for injection vials,4638311000001106,solutioninfusion.intravenous,Reserve,Reserve
2,Colistin,intravenous,False,Colistin,775373006,"Colistimethate 500,000unit powder for solution for injection vials",41760411000001104,solutioninjection.intravenous,Reserve,Reserve
3,Colistin,intravenous,False,Colistin,775373006,"Colistimethate 500,000unit powder for solution for injection vials",41760411000001104,solutioninfusion.intravenous,Reserve,Reserve
10,Colistin,oral,False,Colistin,775373006,Colistin 1.5million unit tablets,39707811000001104,tablet.oral,Reserve,Reserve
9,Colistin,oral,False,Colistin,775373006,"Colistin 10,000,000units/5ml oral solution",24666511000001104,solution.oral,Reserve,Reserve
7,Colistin,oral,False,Colistin,775373006,"Colistin 15,000,000units/5ml oral solution",30956811000001100,solution.oral,Reserve,Reserve
12,Colistin,oral,False,Colistin,775373006,Colistin 19.5million unit powder vials,4615111000001106,solution.oral,Reserve,Reserve
6,Colistin,oral,False,Colistin,775373006,"Colistin 2,500,000units/5ml oral solution",35030211000001104,solution.oral,Reserve,Reserve
11,Colistin,oral,False,Colistin,775373006,"Colistin 250,000units/5ml oral solution",36091411000001104,solution.oral,Reserve,Reserve
8,Colistin,oral,False,Colistin,775373006,"Colistin 5,000,000units/5ml oral solution",24665911000001104,solution.oral,Reserve,Reserve
749,Dalbavancin,,False,Dalbavancin,775437000,Dalbavancin 500mg powder for solution for infusion vials,34377311000001104,solutioninfusion.intravenous,Reserve,Reserve
540,Daptomycin,,False,Daptomycin,775451000,Daptomycin 350mg powder for solution for infusion vials,10140911000001105,solutioninfusion.intravenous,Reserve,Reserve
548,Daptomycin,,False,Daptomycin,775451000,Daptomycin 500mg powder for solution for infusion vials,10961311000001108,solutioninfusion.intravenous,Reserve,Reserve
56,Delafloxacin,,False,Delafloxacin,775469009,Delafloxacin 300mg powder for solution for infusion vials,38726911000001104,solutioninfusion.intravenous,Watch,Watch
57,Delafloxacin,,False,Delafloxacin,775469009,Delafloxacin 450mg tablets,38727011000001100,tablet.oral,Watch,Watch
340,Demeclocycline,,False,Demeclocycline,775476004,Demeclocycline 150mg capsules,41948011000001102,capsule.oral,Watch,Other
722,Demeclocycline,,False,Demeclocycline,775476004,Demeclocycline 150mg tablets,41948111000001101,tablet.oral,Watch,Other
551,Demeclocycline,,False,Demeclocycline,775476004,Demeclocycline 150mg/5ml oral solution,11713311000001109,solution.oral,Watch,Other
550,Demeclocycline,,False,Demeclocycline,775476004,Demeclocycline 150mg/5ml oral suspension,11713411000001102,suspension.oral,Watch,Other
740,Demeclocycline,,False,Demeclocycline,775476004,Demeclocycline 300mg capsules,32785511000001100,capsule.oral,Watch,Other
553,Demeclocycline,,False,Demeclocycline,775476004,Demeclocycline 300mg/5ml oral solution,11713511000001103,solution.oral,Watch,Other
552,Demeclocycline,,False,Demeclocycline,775476004,Demeclocycline 300mg/5ml oral suspension,11713611000001104,suspension.oral,Watch,Other
555,Demeclocycline,,False,Demeclocycline,775476004,Demeclocycline 75mg/5ml oral solution,11713711000001108,solution.oral,Watch,Other
554,Demeclocycline,,False,Demeclocycline,775476004,Demeclocycline 75mg/5ml oral suspension,11713811000001100,suspension.oral,Watch,Other
689,Doripenem,,False,Doripenem,775689001,Doripenem 500mg powder for solution for infusion vials,41948211000001107,solutioninfusion.intravenous,Reserve,Reserve
314,Doxycycline,,False,Doxycycline,775698003,Doxycycline 100mg capsules,41948311000001104,capsule.oral,Access,Access
312,Doxycycline,,False,Doxycycline,775698003,Doxycycline 100mg dispersible tablets sugar free,39710311000001106,suspension.oral,Access,Access
767,Doxycycline,,False,Doxycycline,775698003,Doxycycline 100mg tablets,41948411000001106,tablet.oral,Access,Access
742,Doxycycline,,False,Doxycycline,775698003,Doxycycline 100mg/5ml oral suspension,32876211000001101,suspension.oral,Access,Access
156,Doxycycline,,False,Doxycycline,775698003,Doxycycline 100mg/5ml solution for injection ampoules,10455111000001100,solutioninjection.intravenous,Access,Access
157,Doxycycline,,False,Doxycycline,775698003,Doxycycline 100mg/5ml solution for injection ampoules,10455111000001100,solutioninfusion.intravenous,Access,Access
172,Doxycycline,,False,Doxycycline,775698003,Doxycycline 20mg tablets,41948511000001105,tablet.oral,Access,Access
93,Doxycycline,,False,Doxycycline,775698003,Doxycycline 36.4mg/260mg periodontal gel cartridge,28045911000001108,gel.oromucosal,Access,Access
696,Doxycycline,,False,Doxycycline,775698003,Doxycycline 40mg modified-release capsules,36564611000001104,capsulemodified-release.oral,Access,Access
313,Doxycycline,,False,Doxycycline,775698003,Doxycycline 50mg capsules,41948611000001109,capsule.oral,Access,Access
523,Doxycycline,,False,Doxycycline,775698003,Doxycycline 50mg/5ml oral solution,8485211000001101,solution.oral,Access,Access
524,Doxycycline,,False,Doxycycline,775698003,Doxycycline 50mg/5ml oral suspension,8485311000001109,suspension.oral,Access,Access
46,Eravacycline,,False,Eravacycline,775807004,Eravacycline 100mg powder for solution for infusion vials,40686511000001105,solutioninfusion.intravenous,Reserve,Reserve
498,Ertapenem,,False,Ertapenem,775820001,Ertapenem 1g powder for solution for infusion vials,4792411000001101,solutioninfusion.intravenous,Reserve,Reserve
544,Erythromycin,,False,Erythromycin,775822009,Erythromycin 0.5% eye ointment,10636911000001105,ointment.ophthalmic,Watch,Watch
334,Erythromycin,,False,Erythromycin,775822009,Erythromycin 2% gel,41739311000001104,gel.cutaneous,Watch,Watch
262,Erythromycin,,False,Erythromycin,775822009,Erythromycin 2% solution,41739411000001106,solution.cutaneous,Watch,Watch
193,Erythromycin,,False,Erythromycin,775822009,Erythromycin 250mg gastro-resistant capsules,36064711000001106,capsulegastro-resistant.oral,Watch,Watch
192,Erythromycin,,False,Erythromycin,775822009,Erythromycin 250mg gastro-resistant tablets,41948811000001108,tabletgastro-resistant.oral,Watch,Watch
333,Erythromycin,,False,Erythromycin,775822009,Erythromycin 4% gel,41739511000001105,gel.cutaneous,Watch,Watch
713,Fidaxomicin,,False,Fidaxomicin,775961002,Fidaxomicin 200mg tablets,41949811000001101,tablet.oral,Watch,Watch
771,Fidaxomicin,,False,Fidaxomicin,775961002,Fidaxomicin 40mg/ml oral suspension sugar free,40558211000001107,suspension.oral,Watch,Watch
772,Fidaxomicin,,False,Fidaxomicin,775961002,Fidaxomicin 40mg/ml oral suspension sugar free,40558211000001107,suspension.gastroenteral,Watch,Watch
189,Flucloxacillin,,False,Flucloxacillin,775979003,Flucloxacillin 125mg/5ml oral solution,41949911000001106,solution.oral,Access,Access
699,Flucloxacillin,,False,Flucloxacillin,775979003,Flucloxacillin 125mg/5ml oral solution sugar free,16089611000001103,solution.oral,Access,Access
190,Flucloxacillin,,False,Flucloxacillin,775979003,Flucloxacillin 125mg/5ml oral suspension,41950011000001102,suspension.oral,Access,Access
278,Flucloxacillin,,False,Flucloxacillin,775979003,Flucloxacillin 1g powder for solution for injection vials,41950111000001101,solutioninjection.intramuscular,Access,Access
279,Flucloxacillin,,False,Flucloxacillin,775979003,Flucloxacillin 1g powder for solution for injection vials,41950111000001101,solutioninjection.intravenous,Access,Access
280,Flucloxacillin,,False,Flucloxacillin,775979003,Flucloxacillin 1g powder for solution for injection vials,41950111000001101,solutionnebuliser.inhalation,Access,Access
281,Flucloxacillin,,False,Flucloxacillin,775979003,Flucloxacillin 1g powder for solution for injection vials,41950111000001101,solutioninfusion.intravenous,Access,Access
282,Flucloxacillin,,False,Flucloxacillin,775979003,Flucloxacillin 1g powder for solution for injection vials,41950111000001101,solutioninjection.intrapleural,Access,Access
283,Flucloxacillin,,False,Flucloxacillin,775979003,Flucloxacillin 1g powder for solution for injection vials,41950111000001101,solutioninjection.intraarticular,Access,Access
107,Flucloxacillin,,False,Flucloxacillin,775979003,Flucloxacillin 1g/50ml infusion bags,22488711000001108,solutioninfusion.intravenous,Access,Access
198,Flucloxacillin,,False,Flucloxacillin,775979003,Flucloxacillin 250mg capsules,39692111000001101,capsule.oral,Access,Access
285,Flucloxacillin,,False,Flucloxacillin,775979003,Flucloxacillin 250mg powder for solution for injection vials,41950211000001107,solutioninjection.intramuscular,Access,Access
286,Flucloxacillin,,False,Flucloxacillin,775979003,Flucloxacillin 250mg powder for solution for injection vials,41950211000001107,solutioninjection.intravenous,Access,Access
287,Flucloxacillin,,False,Flucloxacillin,775979003,Flucloxacillin 250mg powder for solution for injection vials,41950211000001107,solutionnebuliser.inhalation,Access,Access
288,Flucloxacillin,,False,Flucloxacillin,775979003,Flucloxacillin 250mg powder for solution for injection vials,41950211000001107,solutioninfusion.intravenous,Access,Access
289,Flucloxacillin,,False,Flucloxacillin,775979003,Flucloxacillin 250mg powder for solution for injection vials,41950211000001107,solutioninjection.intrapleural,Access,Access
290,Flucloxacillin,,False,Flucloxacillin,775979003,Flucloxacillin 250mg powder for solution for injection vials,41950211000001107,solutioninjection.intraarticular,Access,Access
500,Flucloxacillin,,False,Flucloxacillin,775979003,Flucloxacillin 250mg/5ml oral solution,41950311000001104,solution.oral,Access,Access
698,Flucloxacillin,,False,Flucloxacillin,775979003,Flucloxacillin 250mg/5ml oral solution sugar free,16089711000001107,solution.oral,Access,Access
191,Flucloxacillin,,False,Flucloxacillin,775979003,Flucloxacillin 250mg/5ml oral suspension,41950411000001106,suspension.oral,Access,Access
753,Flucloxacillin,,False,Flucloxacillin,775979003,Flucloxacillin 2g powder for solution for injection vials,34769611000001109,solutioninfusion.intravenous,Access,Access
74,Flucloxacillin,,False,Flucloxacillin,775979003,Flucloxacillin 2g/100ml infusion bags,35166211000001101,solutioninfusion.intravenous,Access,Access
207,Flucloxacillin,,False,Flucloxacillin,775979003,Flucloxacillin 500mg capsules,39692211000001107,capsule.oral,Access,Access
291,Flucloxacillin,,False,Flucloxacillin,775979003,Flucloxacillin 500mg powder for solution for injection vials,41950511000001105,solutioninjection.intramuscular,Access,Access
292,Flucloxacillin,,False,Flucloxacillin,775979003,Flucloxacillin 500mg powder for solution for injection vials,41950511000001105,solutioninjection.intravenous,Access,Access
